epoch,step,train_mse,tuning_dockq_mae,tuning_hit_rate_023,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
0,22,,0.36348235607147217,0.6772946715354919,0.1670621931552887,-0.04188869893550873,0.1412055343389511,-0.25477591156959534,0.17502394318580627,-0.2222222238779068,-0.08355201035737991
0,22,0.15476937592029572,,,,,,,,,
1,45,,0.3628758490085602,0.6758453845977783,0.16690866649150848,-0.060689762234687805,0.14050789177417755,0.1322031319141388,0.25898244976997375,-0.5,0.1757727712392807
1,45,0.14794455468654633,,,,,,,,,
2,68,,0.36305657029151917,0.6705313920974731,0.1099754199385643,0.10992687940597534,0.14082786440849304,0.47320556640625,0.2317657321691513,-0.2777777910232544,0.5222713351249695
2,68,0.1419794112443924,,,,,,,,,
3,91,,0.361924409866333,0.6714975833892822,0.11187396943569183,0.11210042983293533,0.139805406332016,0.471043199300766,0.2317657321691513,-0.2777777910232544,0.5281734466552734
3,91,0.1348656564950943,,,,,,,,,
4,114,,0.35587170720100403,0.6724637746810913,0.11681650578975677,0.0820745900273323,0.13572068512439728,0.47285473346710205,0.2317657321691513,-0.2777777910232544,0.5040283799171448
4,114,0.14739172160625458,,,,,,,,,
5,137,,0.319455623626709,0.6743961572647095,0.12479506433010101,0.014963063411414623,0.12064753472805023,0.41774073243141174,0.2359394133090973,-0.6111111044883728,0.4428105652332306
5,137,0.13481709361076355,,,,,,,,,
6,160,,0.29522863030433655,0.6743961572647095,0.1249249055981636,0.043538909405469894,0.11686035245656967,0.4374502897262573,0.14325690269470215,-0.1666666716337204,0.4548327922821045
6,160,0.12029226124286652,,,,,,,,,
7,183,,0.2933501601219177,0.674879252910614,0.11057097464799881,0.09781317412853241,0.11366470903158188,0.4420173168182373,0.14325690269470215,-0.1111111119389534,0.5124959349632263
7,183,0.10944847017526627,,,,,,,,,
8,206,,0.25928688049316406,0.6743961572647095,0.11349672079086304,0.14409931004047394,0.10993290692567825,0.4783746600151062,0.14325690269470215,-0.1666666716337204,0.5140217542648315
8,206,0.11390312016010284,,,,,,,,,
9,229,,0.2586509585380554,0.6734299659729004,0.11113859713077545,0.16321785748004913,0.11150223761796951,0.5025153756141663,0.14325690269470215,-0.1666666716337204,0.5274692177772522
9,229,0.09679070115089417,,,,,,,,,
10,252,,0.26850244402885437,0.6729468703269958,0.11202836781740189,0.15323549509048462,0.10984798520803452,0.4726339280605316,0.14325690269470215,-0.1111111119389534,0.5341258645057678
10,252,0.11926005780696869,,,,,,,,,
11,275,,0.25223222374916077,0.6739130616188049,0.11000603437423706,0.10367658734321594,0.10583014041185379,0.5234242677688599,0.14325690269470215,-0.1111111119389534,0.5452426671981812
11,275,0.10321799665689468,,,,,,,,,
12,298,,0.2553805410861969,0.6743961572647095,0.10625316947698593,0.14273039996623993,0.10192567110061646,0.5258603692054749,0.14325690269470215,-0.1111111119389534,0.5452762246131897
12,298,0.10161373764276505,,,,,,,,,
13,321,,0.29609984159469604,0.6734299659729004,0.1018010601401329,0.15184517204761505,0.10861234366893768,0.5107750296592712,0.14325690269470215,-0.2222222238779068,0.5752060413360596
13,321,0.11131846159696579,,,,,,,,,
14,344,,0.2536337971687317,0.6724637746810913,0.102593332529068,0.14130181074142456,0.10387803614139557,0.524869441986084,0.14325690269470215,-0.1111111119389534,0.5885528922080994
14,344,0.0953466072678566,,,,,,,,,
15,367,,0.23542024195194244,0.6724637746810913,0.10371533036231995,0.141201913356781,0.0994424894452095,0.5516772866249084,0.14325690269470215,-0.2222222238779068,0.5820303559303284
15,367,0.09367801249027252,,,,,,,,,
16,390,,0.23815050721168518,0.6739130616188049,0.09870609641075134,0.10525750368833542,0.09718459844589233,0.5587847828865051,0.14325690269470215,-0.2222222238779068,0.5739149451255798
16,390,0.0864999070763588,,,,,,,,,
17,413,,0.2475334107875824,0.6739130616188049,0.10116298496723175,0.09775985777378082,0.11142773181200027,0.5649184584617615,0.1662999540567398,-0.1666666716337204,0.5735963582992554
17,413,0.08880263566970825,,,,,,,,,
18,436,,0.23708485066890717,0.6743961572647095,0.09815806150436401,0.1255999058485031,0.09412074089050293,0.5760492086410522,0.1662999540567398,-0.1666666716337204,0.5887876152992249
18,436,0.08804503828287125,,,,,,,,,
19,459,,0.23957115411758423,0.6743961572647095,0.10050557553768158,0.07250285148620605,0.11660099029541016,0.564117431640625,0.1662999540567398,-0.1111111119389534,0.5754072666168213
19,459,0.06441254913806915,,,,,,,,,
20,482,,0.26198479533195496,0.674879252910614,0.10322055220603943,0.07468900829553604,0.12644927203655243,0.5628112554550171,0.1662999540567398,-0.1111111119389534,0.5738813877105713
20,482,0.09378796070814133,,,,,,,,,
21,505,,0.24882306158542633,0.6753623485565186,0.10552999377250671,0.07366856932640076,0.0983683317899704,0.5722549557685852,0.1662999540567398,-0.1111111119389534,0.5922585129737854
21,505,0.10599800199270248,,,,,,,,,
22,528,,0.22515802085399628,0.6753623485565186,0.10472805798053741,0.06435814499855042,0.0982840433716774,0.5683160424232483,0.1662999540567398,-0.1666666716337204,0.6121781468391418
22,528,0.08170904219150543,,,,,,,,,
23,551,,0.24150246381759644,0.6758453845977783,0.10220631957054138,0.05716263875365257,0.12478967010974884,0.5637400150299072,0.1662999540567398,-0.1111111119389534,0.5844113230705261
23,551,0.08263728022575378,,,,,,,,,
24,574,,0.2234226018190384,0.6758453845977783,0.09996477514505386,0.0841754600405693,0.0897478237748146,0.6043861508369446,0.1662999540567398,-0.1111111119389534,0.6098810434341431
24,574,0.08607514202594757,,,,,,,,,
25,597,,0.2612333595752716,0.6763284802436829,0.0948839858174324,0.11634031683206558,0.13387927412986755,0.524561882019043,0.09996046870946884,-0.1111111119389534,0.6084557771682739
25,597,0.08353394269943237,,,,,,,,,
26,620,,0.2505764365196228,0.6777777671813965,0.10387804359197617,0.04512431472539902,0.10486342012882233,0.5362833142280579,0.09996046870946884,-0.0555555559694767,0.5923423171043396
26,620,0.08998887985944748,,,,,,,,,
27,643,,0.22731660306453705,0.6787439584732056,0.10000958293676376,0.08403027802705765,0.09410262852907181,0.5913600921630859,0.09996046870946884,-0.0555555559694767,0.6009775400161743
27,643,0.09271840751171112,,,,,,,,,
28,666,,0.22627976536750793,0.6787439584732056,0.10358446836471558,0.06749612838029861,0.09605716168880463,0.5817404389381409,0.09996046870946884,0.0555555559694767,0.6136201620101929
28,666,0.08241094648838043,,,,,,,,,
29,689,,0.2454008013010025,0.6792270541191101,0.10082290321588516,0.10658669471740723,0.10302195698022842,0.5668376684188843,0.09996046870946884,0.0,0.6294653415679932
29,689,0.0975339487195015,,,,,,,,,
30,712,,0.22229132056236267,0.6787439584732056,0.10382600873708725,0.06866868585348129,0.09777788072824478,0.5892475247383118,0.09996046870946884,0.0555555559694767,0.6141567230224609
30,712,0.08170608431100845,,,,,,,,,
31,735,,0.21894747018814087,0.6811594367027283,0.10130910575389862,0.09859611093997955,0.10156325995922089,0.5935286283493042,0.09996046870946884,0.0555555559694767,0.6261621713638306
31,735,0.07853581756353378,,,,,,,,,
32,758,,0.20271898806095123,0.6811594367027283,0.09927299618721008,0.09731248766183853,0.08607342839241028,0.6353914141654968,0.09996046870946884,0.0555555559694767,0.6418732404708862
32,758,0.08460485190153122,,,,,,,,,
33,781,,0.21098987758159637,0.6811594367027283,0.0921376645565033,0.14446984231472015,0.08158662170171738,0.6478586196899414,0.09996046870946884,0.0555555559694767,0.6596802473068237
33,781,0.07206787914037704,,,,,,,,,
34,804,,0.19385698437690735,0.6821256279945374,0.09942025691270828,0.10917166620492935,0.08560929447412491,0.6463054418563843,0.09996046870946884,0.0555555559694767,0.6557902097702026
34,804,0.07660428434610367,,,,,,,,,
35,827,,0.19168905913829803,0.6816425323486328,0.10046929866075516,0.07758594304323196,0.08008161932229996,0.6613900661468506,0.09900537878274918,0.2777777910232544,0.6654649972915649
35,827,0.05826440453529358,,,,,,,,,
36,850,,0.19040562212467194,0.6821256279945374,0.09596257656812668,0.09077686816453934,0.08265628665685654,0.6512398719787598,0.09618495404720306,0.3333333432674408,0.6526714563369751
36,850,0.06882497668266296,,,,,,,,,
37,873,,0.20108522474765778,0.6835748553276062,0.09292225539684296,0.06665557622909546,0.08291218429803848,0.6543212532997131,0.09618495404720306,0.3333333432674408,0.6479430794715881
37,873,0.07184259593486786,,,,,,,,,
38,896,,0.2562355697154999,0.6845410466194153,0.09164409339427948,0.07517925649881363,0.11591251939535141,0.5574071407318115,0.03174496442079544,0.4444444477558136,0.669170618057251
38,896,0.07690335065126419,,,,,,,,,
39,919,,0.21102029085159302,0.6850241422653198,0.09449676424264908,0.08757150918245316,0.08613594621419907,0.6373716592788696,0.03174496442079544,0.5,0.672792375087738
39,919,0.08299116045236588,,,,,,,,,
40,942,,0.19753463566303253,0.6855072379112244,0.09549490362405777,0.07126341760158539,0.08365415781736374,0.6543404459953308,0.03174496442079544,0.5,0.6582382321357727
40,942,0.07608265429735184,,,,,,,,,
41,965,,0.22911950945854187,0.6855072379112244,0.09920033812522888,0.03674107417464256,0.1116923838853836,0.6098757982254028,0.03174496442079544,0.5,0.6622791886329651
41,965,0.08016661554574966,,,,,,,,,
42,988,,0.20481660962104797,0.6859903335571289,0.08973336219787598,0.035392049700021744,0.08827672153711319,0.6469083428382874,0.03174496442079544,0.4444444477558136,0.6782417893409729
42,988,0.08155553787946701,,,,,,,,,
