Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7MRW hit rate =  10/9/0

7MRW,species_interact_uniref_sto_4,0.50706613,0.47
7MRW,species_interact_uniref_a3m_3,0.4988175,0.524
7MRW,uniclust_oxmatch_a3m_2,0.49499306,0.534
7MRW,species_interact_uniref_a3m_0,0.49179643,0.585
7MRW,species_interact_uniref_sto_1,0.48320279,0.595
7MRW,default_3,0.4784396,0.588
7MRW,ori_template_pipeline_2,0.47662967,0.586
7MRW,uniclust_oxmatch_a3m_3,0.47391778,0.564
7MRW,string_interact_uniref_sto_0,0.46930999,0.585
7MRW,string_interact_uniref_sto_2,0.46751201,0.609
