MODEL,PRED_DOCKQ
fold_7r40_4_model_2,0.37894142
fold_7r40_2_model_4,0.32554832
fold_7r40_4_model_4,0.32054025
fold_7r40_2_model_1,0.31709573
fold_7r40_5_model_1,0.30369386
fold_7r40_5_model_4,0.2577239
fold_7r40_1_model_0,0.24676128
fold_7r40_1_model_3,0.24177633
fold_7r40_3_model_4,0.23728888
fold_7r40_3_model_1,0.23086253
fold_7r40_2_model_3,0.21977238
fold_7r40_1_model_4,0.20828766
fold_7r40_1_model_2,0.20513174
fold_7r40_4_model_1,0.18911389
fold_7r40_3_model_0,0.18408008
fold_7r40_3_model_3,0.18366227
fold_7r40_2_model_2,0.16613945
fold_7r40_5_model_0,0.15041851
fold_7r40_3_model_2,0.14134993
fold_7r40_5_model_2,0.13586794
fold_7r40_4_model_3,0.12973835
fold_7r40_2_model_0,0.12280601
fold_7r40_5_model_3,0.08137923
fold_7r40_1_model_1,0.07289695
fold_7r40_4_model_0,0.06635661
