Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

7D7F hit rate =  1/0/0

7D7F,no_templates_4,0.34558299,0.234
7D7F,no_templates_3,0.34500685,0.016
7D7F,structure_temp_dimer_3,0.34492227,0.014
7D7F,uniprot_distance_uniref_sto_2,0.34489992,0.016
7D7F,string_interact_uniprot_sto_2,0.34484237,0.011
7D7F,pdb_interact_uniprot_sto_4,0.34480274,0.016
7D7F,structure_temp_dimer_0,0.34475532,0.006
7D7F,uniprot_distance_uniref_sto_4,0.34470028,0.014
7D7F,no_templates_2,0.34464544,0.011
7D7F,uniprot_distance_uniref_sto_0,0.34462962,0.016
