MODEL,PRED_DOCKQ
fold_7sd3_3_model_1,0.5832594
fold_7sd3_4_model_4,0.31048256
fold_7sd3_4_model_0,0.2693933
fold_7sd3_1_model_4,0.26675025
fold_7sd3_5_model_2,0.24583045
fold_7sd3_1_model_1,0.22719277
fold_7sd3_5_model_0,0.20944801
fold_7sd3_1_model_0,0.20884871
fold_7sd3_3_model_4,0.20189722
fold_7sd3_1_model_2,0.19864222
fold_7sd3_3_model_0,0.18400228
fold_7sd3_4_model_3,0.18332097
fold_7sd3_1_model_3,0.17886649
fold_7sd3_2_model_0,0.1741464
fold_7sd3_2_model_2,0.16849461
fold_7sd3_4_model_2,0.16483897
fold_7sd3_3_model_2,0.16229658
fold_7sd3_5_model_1,0.14768282
fold_7sd3_2_model_3,0.14028949
fold_7sd3_4_model_1,0.12711383
fold_7sd3_2_model_4,0.12015653
fold_7sd3_5_model_4,0.11522026
fold_7sd3_3_model_3,0.09856331
fold_7sd3_2_model_1,0.08580697
fold_7sd3_5_model_3,0.07299989
