TARGET,MODEL,PRED_DOCKQ,TRUE_DOCKQ
7KBR,no_templates_1,0.33087975,0.854
7KBR,no_templates_0,0.33062515,0.84
7KBR,no_templates_3,0.33061963,0.781
7KBR,no_templates_2,0.33056232,0.822
7KBR,no_templates_4,0.33050576,0.804
7KBR,structure_temp_dimer_2,0.33033767,0.893
7KBR,custom_template_with_alphafold_models_3,0.33018285,0.867
7KBR,structure_temp_dimer_a_3,0.33018285,0.866
7KBR,sequence_based_template_with_alphafold_3,0.33017993,0.866
7KBR,ori_temp_pipeline_with_alphafold_models_3,0.33017939,0.866
7KBR,ori_template_pipeline_0,0.33004871,0.879
7KBR,structure_temp_dimer_4,0.33004862,0.882
7KBR,default_2,0.33001316,0.923
7KBR,uniprot_distance_uniprot_sto_2,0.32998618,0.87
7KBR,structure_temp_dimer_1,0.32995757,0.884
7KBR,structure_temp_dimer_a_4,0.32995418,0.888
7KBR,default_3,0.32995042,0.887
7KBR,custom_template_with_alphafold_models_4,0.32993522,0.889
7KBR,ori_temp_pipeline_with_alphafold_models_4,0.32992357,0.889
7KBR,sequence_based_template_with_alphafold_4,0.32992259,0.888
7KBR,ori_template_pipeline_1,0.32992175,0.919
7KBR,sequence_based_template_with_alphafold_1,0.32991654,0.906
7KBR,ori_temp_pipeline_with_alphafold_models_1,0.32991514,0.906
7KBR,custom_template_with_alphafold_models_1,0.32990715,0.906
7KBR,structure_temp_dimer_a_1,0.3299042,0.906
7KBR,pdb_interact_uniref_a3m_1,0.32989958,0.948
7KBR,string_interact_uniref_a3m_3,0.32989186,0.948
7KBR,ori_template_pipeline_2,0.329887,0.913
7KBR,string_interact_uniprot_sto_1,0.32988593,0.862
7KBR,species_interact_uniref_a3m_1,0.32988429,0.949
7KBR,uniprot_distance_uniref_a3m_0,0.32987851,0.949
7KBR,uniclust_oxmatch_a3m_2,0.3298777,0.949
7KBR,species_interact_uniref_a3m_4,0.32987538,0.951
7KBR,pdb_interact_uniref_a3m_4,0.32987374,0.948
7KBR,custom_template_with_alphafold_models_2,0.32985076,0.922
7KBR,uniclust_oxmatch_a3m_0,0.329849,0.947
7KBR,uniprot_distance_uniref_a3m_4,0.32984892,0.948
7KBR,structure_temp_dimer_a_2,0.32983953,0.922
7KBR,pdb_interact_uniprot_sto_2,0.32982993,0.9
7KBR,structure_temp_dimer_0,0.32982877,0.905
7KBR,uniclust_oxmatch_a3m_3,0.3298232,0.947
7KBR,sequence_based_template_with_alphafold_2,0.32982013,0.922
7KBR,pdb_interact_uniref_a3m_2,0.32981858,0.952
7KBR,string_interact_uniref_a3m_0,0.32980284,0.949
7KBR,ori_temp_pipeline_with_alphafold_models_2,0.32980227,0.922
7KBR,string_interact_uniref_sto_1,0.3297964,0.932
7KBR,structure_temp_dimer_3,0.32979563,0.91
7KBR,species_interact_uniprot_sto_0,0.32979441,0.882
