Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

8F8X hit rate =  0/0/0

8F8X,fold_8f8x_1_model_1,0.37624004,0.008
8F8X,fold_8f8x_2_model_0,0.37575322,0.012
8F8X,fold_8f8x_5_model_4,0.37490743,0.102
8F8X,fold_8f8x_3_model_3,0.37482888,0.01
8F8X,fold_8f8x_1_model_4,0.37399173,0.099
8F8X,fold_8f8x_3_model_0,0.37372646,0.015
8F8X,fold_8f8x_3_model_2,0.37368107,0.01
8F8X,fold_8f8x_3_model_4,0.3735795,0.017
8F8X,fold_8f8x_2_model_3,0.37348893,0.015
8F8X,fold_8f8x_5_model_3,0.37325057,0.01
