MODEL,PRED_DOCKQ
fold_7sbg_4_model_2,0.21395849
fold_7sbg_2_model_1,0.13192357
fold_7sbg_1_model_4,0.11521446
fold_7sbg_5_model_3,0.11441362
fold_7sbg_5_model_0,0.10900258
fold_7sbg_3_model_0,0.10477952
fold_7sbg_1_model_2,0.10144062
fold_7sbg_5_model_4,0.09790138
fold_7sbg_1_model_3,0.0905394
fold_7sbg_5_model_2,0.08314669
fold_7sbg_4_model_1,0.08278916
fold_7sbg_4_model_4,0.08209646
fold_7sbg_2_model_0,0.07941289
fold_7sbg_4_model_0,0.07918421
fold_7sbg_2_model_4,0.07872853
fold_7sbg_3_model_1,0.07847542
fold_7sbg_4_model_3,0.07756877
fold_7sbg_3_model_4,0.07646326
fold_7sbg_5_model_1,0.07554459
fold_7sbg_3_model_3,0.07527772
fold_7sbg_1_model_0,0.06636601
fold_7sbg_3_model_2,0.06316461
fold_7sbg_2_model_3,0.05794685
fold_7sbg_2_model_2,0.05318686
fold_7sbg_1_model_1,0.04120202
