MODEL,PRED_DOCKQ
fold_7t25_4_model_3,0.43642205
fold_7t25_5_model_3,0.43618724
fold_7t25_4_model_1,0.43605936
fold_7t25_5_model_0,0.43604979
fold_7t25_3_model_2,0.43598974
fold_7t25_1_model_2,0.43593925
fold_7t25_2_model_1,0.43585625
fold_7t25_1_model_3,0.43581197
fold_7t25_2_model_3,0.43579856
fold_7t25_3_model_0,0.43572885
fold_7t25_1_model_0,0.43562439
fold_7t25_2_model_0,0.43562239
fold_7t25_4_model_0,0.43549877
fold_7t25_5_model_2,0.43534657
fold_7t25_3_model_1,0.43507093
fold_7t25_2_model_4,0.43497258
fold_7t25_2_model_2,0.43482924
fold_7t25_3_model_4,0.43476301
fold_7t25_5_model_1,0.43453014
fold_7t25_4_model_2,0.43440172
fold_7t25_5_model_4,0.43435988
fold_7t25_1_model_4,0.43427217
fold_7t25_1_model_1,0.43424177
fold_7t25_3_model_3,0.43418527
fold_7t25_4_model_4,0.4317337
